,phrase,intents
8045,rate the current book 5 of 6 points,RateBook
8046,find a book called the echo chamber,SearchCreativeWork
8047,is there expected of rainfall in horton of connecticut,GetWeather
8048,play a chaos of desire from dan snaith,PlayMusic
8049,weather forcast for current location now,GetWeather
8050,when it comes to dukes and the district of columbia what will the weather be in one hour,GetWeather
8051,i need a reservation at sunrise for melva and heidi at a local restaurant,BookRestaurant
8052,book a table at a tavern in albania for annette darlene and barbara james for ten am,BookRestaurant
8053,add curious corn to wild & free workout,AddToPlaylist
8054,melba and i want to dine in barbados next jun,BookRestaurant
8055,play the album dance hall at louse point,PlayMusic
8056,rate the art of nijinsky 5 points,RateBook
8057,add this song to rock party,AddToPlaylist
8058,include in my dreams in the this is new edition playlist,AddToPlaylist
8059,play water under the bridge by hariprasad chaurasia,PlayMusic
8060,will it be cold in boyertown new zealand in eighteen hours,GetWeather
8061,add track to fresh finds,AddToPlaylist
8062,add this tune to my playlist guest list mashable,AddToPlaylist
8063,book a food truck that serves tarte for tanisha lorena and juliana,BookRestaurant
8064,give the hover car racer chronicle two of 6 stars,RateBook
8065,give letty fox: her luck 4 out of 6 stars,RateBook
8066,add a song to my playlist black history salute,AddToPlaylist
8067,find hear me good,SearchScreeningEvent
8068,add showcase in a suitcase to the chill out playlist,AddToPlaylist
8069,will it be warm in gilmer keeling islands,GetWeather
8070,show movie times for amc theatres,SearchScreeningEvent
8071,find the schedule for movies at harkins theatres,SearchScreeningEvent
8072,please search for the live in san juan capistrano picture,SearchCreativeWork
8073,please get me the very best of chicago: only the beginning,SearchCreativeWork
8074,can you get me seating for a party of 5,BookRestaurant
8075,add this song to my the perfect italian dinner playlist,AddToPlaylist
8076,me and my father in law want go eat gratin at a restaurant,BookRestaurant
8077,search for the video game the book of heroic failures,SearchCreativeWork
8078,is it chilly anywhere faraway from my current place,GetWeather
8079,i would give this current textbook five points or a rating of 6,RateBook
8080,can you get me seating for a party of 4,BookRestaurant
8081,what is marty stuart discography,SearchCreativeWork
8082,play concerto from 1951,PlayMusic
8083,rate the gutting of couffignal one points,RateBook
8084,add dr know to my todo alternativo playlist,AddToPlaylist
8085,i giv the current novel a four,RateBook
8086,add this tune to my road trip playlist,AddToPlaylist
8087,add out of the air to my a mis niños de 30 playlist,AddToPlaylist
8088,book city tavern in poland,BookRestaurant
8089,i d like a table for 7 at ten pm at a cafeteria in al that serves malaysian food,BookRestaurant
8090,rate the current novel a one,RateBook
8091,play a paul davis melody,PlayMusic
8092,show me a picture called heart like a hurricane,SearchCreativeWork
8093,where can i find the video game called izuna 2: the unemployed ninja returns,SearchCreativeWork
8094,i d like the weather forecast for albania,GetWeather
8095,give me the movie schedules for southern theatres,SearchScreeningEvent
8096,play something from the twenties on lastfm,PlayMusic
8097,play me a popular song by koichi domoto,PlayMusic
8098,look for every little crook and nanny,SearchCreativeWork
8099,is anti-semitism in the 21st century: the resurgence playing now,SearchScreeningEvent
8100,please book reservations at a restaurant that serves empanada party for three with betty and dolly,BookRestaurant
8101,book a spot for ten at a restaurant with a spa in u s minor outlying islands,BookRestaurant
8102,add de principii evangelikum to my domingo indie palylist,AddToPlaylist
8103,will it be snowy at the current position by march 3,GetWeather
8104,play me some music from 1999,PlayMusic
8105,i d like to eat at the oyster bar for a party of one that has internet,BookRestaurant
8106,find the schedule for movies at the nearest cinema,SearchScreeningEvent
8107,i want to add this bon scott song to my post-grunge list,AddToPlaylist
8108,find touch of eva a tv show i want to see,SearchCreativeWork
8109,i want to put sons of the sea on the pulse of americana playlist,AddToPlaylist
8110,i want to add another album to the scratchy back porch blues playlist,AddToPlaylist
8111,please find the album the party scene,SearchCreativeWork
8112,book me a tibetan restaurant for my boss and i,BookRestaurant
8113,play music from 1999,PlayMusic
8114,add artist to playlist epic gaming,AddToPlaylist
8115,i need a reservation for a highly rated bistro for a party of 10,BookRestaurant
8116,rate my current novel one out of 6 points,RateBook
8117,book a reservation for a popular bakery in patetown,BookRestaurant
8118,rate the best american short stories 2007 one out of 6 points,RateBook
8119,play 1993 theme music,PlayMusic
8120,i give four stars to this chronicle,RateBook
8121,i want to book a doughnut bar in american samoa,BookRestaurant
8122,i d like a table at a restaurant in ks in 5 hours from now,BookRestaurant
8123,i want to world of warcraft: tides of darkness,SearchCreativeWork
8124,add tunnel rats to my rhythm and blues playlist,AddToPlaylist
8125,show me half a life,SearchCreativeWork
8126,add this artist named cleopatra stratan to my playlist named 30 before 20 masterworks by teenagers,AddToPlaylist
8127,what movie house is the closest playing animated movies,SearchScreeningEvent
8128,can you put dj kay slay onto the 2010 decade playlist,AddToPlaylist
8129,look for the journal of toxicology and environmental health soundtrack,SearchCreativeWork
8130,assign 5 stars to lincoln at gettysburg,RateBook
8131,what films are playing now at the closest movie house,SearchScreeningEvent
8132,i am looking for the complete fillmore east concerts,SearchCreativeWork
8133,play innovations by kokia,PlayMusic
8134,open youtube and play nanana from massimo altomare,PlayMusic
8135,add baby lemonade to poetry in their own voices,AddToPlaylist
8136,can i get the movie schedules in the neighbourhood for the newest films,SearchScreeningEvent
8137,is it cloudy in georgia,GetWeather
8138,book reservations not far from our neighborhood for a party of 2,BookRestaurant
8139,is it cold now in carlos il,GetWeather
8140,where is the nearest cinema that is playing pioneers of the west,SearchScreeningEvent
8141,please add the song by raphael rabello to the playlist fantastic workout,AddToPlaylist
8142,i want to watch manthan,SearchCreativeWork
8143,can i get the showtimes for films close by,SearchScreeningEvent
8144,i want to give the chronicle what we talk about when we talk about love 4 out of 6,RateBook
8145,rate the following series a one out of 6,RateBook
8146,where can i locate the show the return of mr moto,SearchCreativeWork
8147,can you pull up the television show called electric boogaloo,SearchCreativeWork
8148,what is the weather prediction for acworth north korea in six years,GetWeather
8149,will it be colder at midnight in washington,GetWeather
8150,what time is the rumyantsev case playing at the closest cinema,SearchScreeningEvent
8151,rate orion in the dying time four stars,RateBook
8152,i want to book a bar neighboring our apartment,BookRestaurant
8153,play some music on groove shark,PlayMusic
8154,i want to book meriton grand hotel tallinn in new jersey for four people,BookRestaurant
8155,show movie schedule and movies in the area,SearchScreeningEvent
8156,show the caveman television show,SearchCreativeWork
8157,buy novel brokeback mountain,SearchCreativeWork
8158,can i book a restaurant that serves pastelaria in takilma virgin islands,BookRestaurant
8159,rate current textbook 5 out of 6,RateBook
8160,what is the wanda group movie schedules,SearchScreeningEvent
8161,book an australian restaurant in jacksboro three weeks from now for my step father and i,BookRestaurant
8162,can you play some music by andrew diamond,PlayMusic
8163,book me an indoor pub in jersey,BookRestaurant
8164,what s the weather in piperton rwanda,GetWeather
8165,i need the forecast for hot in barbados may city in 1 year,GetWeather
8166,find me the spartan: total warrior painting,SearchCreativeWork
8167,give me a link to the saga called copper – justice is brutal,SearchCreativeWork
8168,book a reservation for my parents and i at red crown tourist court in slovakia,BookRestaurant
8169,give this textbook one stars out of 6,RateBook
8170,book in ri for one in wabuska,BookRestaurant
8171,add paula abdul to classic acoustic playlist,AddToPlaylist
8172,add sammy hagar to ultra metal,AddToPlaylist
8173,tell me if it will hail in kyrgyzstan,GetWeather
8174,i give the following part of the series one out of 6,RateBook
8175,play top-50 peter frampton songs,PlayMusic
8176,add richard sohl to dinner for 2,AddToPlaylist
8177,rate the current textbook 4 of 6 points,RateBook
8178,play show of cissy houston,SearchCreativeWork
8179,what s the weather forecast for seychelles,GetWeather
8180,what s the nearest movie house showing their last love affair,SearchScreeningEvent
8181,find movie times for b&b theatres,SearchScreeningEvent
8182,what will the weather be like in 15 and a half weeks in china,GetWeather
8183,what time is balkan rhapsodies: 78 measures of war playing at malco theatres,SearchScreeningEvent
8184,add totally stress free by bobby lord to my playlist,AddToPlaylist
8185,please get me a reservation at a restaurant with a pool for manuela and yvonne,BookRestaurant
8186,give the racing the rain saga zero stars,RateBook
8187,find a tv show called randy scouse git,SearchCreativeWork
8188,i want to hear opera on netflix,PlayMusic
8189,the stars total 6 but journey under the midnight sun gets a four,RateBook
8190,book for 8 am in massachusetts for 1,BookRestaurant
8191,will it colder here on 11/18/2018,GetWeather
8192,rate the current book 0 of 6,RateBook
8193,find me a soundtrack by ghost town prophecy,SearchCreativeWork
8194,add the artist to my this is mozart playlist,AddToPlaylist
8195,is it humid in caddo mills ky,GetWeather
8196,show me the caribbean blue television show,SearchCreativeWork
8197,is it foggy in phinizy swamp nature park,GetWeather
8198,search for big ideas painting,SearchCreativeWork
8199,i want to book the best manadonese restaurant for six at 21:49 that is distant from my baby s work,BookRestaurant
8200,book me a restaurant in cyprus at a pub,BookRestaurant
8201,find the trailer for seven year itch,SearchCreativeWork
